filename,glasses,split
img_000000.jpg,0,train
img_000001.jpg,0,train
img_000002.jpg,0,train
img_000003.jpg,0,train
img_000004.jpg,0,train
img_000005.jpg,0,train
img_000006.jpg,0,train
img_000007.jpg,0,train
img_000008.jpg,1,train
img_000009.jpg,0,train
img_000010.jpg,0,train
img_000011.jpg,0,train
img_000012.jpg,0,train
img_000013.jpg,0,train
img_000014.jpg,0,train
img_000015.jpg,0,train
img_000016.jpg,1,train
img_000017.jpg,0,train
img_000018.jpg,0,train
img_000019.jpg,0,train
img_000020.jpg,0,train
img_000021.jpg,0,train
img_000022.jpg,0,train
img_000023.jpg,0,train
img_000024.jpg,0,train
img_000025.jpg,0,train
img_000026.jpg,1,train
img_000027.jpg,0,train
img_000028.jpg,0,train
img_000029.jpg,0,train
img_000030.jpg,0,train
img_000031.jpg,0,train
img_000032.jpg,0,train
img_000033.jpg,0,train
img_000034.jpg,0,train
img_000035.jpg,0,train
img_000036.jpg,0,train
img_000037.jpg,0,train
img_000038.jpg,0,train
img_000039.jpg,0,train
img_000040.jpg,0,train
img_000041.jpg,0,train
img_000042.jpg,0,train
img_000043.jpg,0,train
img_000044.jpg,1,train
img_000045.jpg,0,train
img_000046.jpg,0,train
img_000047.jpg,1,train
img_000048.jpg,0,train
img_000049.jpg,0,train
img_000050.jpg,1,train
img_000051.jpg,0,train
img_000052.jpg,0,train
img_000053.jpg,0,train
img_000054.jpg,1,train
img_000055.jpg,0,train
img_000056.jpg,0,train
img_000057.jpg,1,train
img_000058.jpg,1,train
img_000059.jpg,0,train
img_000060.jpg,0,train
img_000061.jpg,0,train
img_000062.jpg,0,train
img_000063.jpg,0,train
img_000064.jpg,0,train
img_000065.jpg,0,train
img_000066.jpg,0,train
img_000067.jpg,0,train
img_000068.jpg,0,train
img_000069.jpg,0,train
img_000070.jpg,0,train
img_000071.jpg,0,train
img_000072.jpg,0,train
img_000073.jpg,0,train
img_000074.jpg,0,train
img_000075.jpg,0,train
img_000076.jpg,0,train
img_000077.jpg,0,train
img_000078.jpg,0,train
img_000079.jpg,0,train
img_000080.jpg,0,train
img_000081.jpg,0,train
img_000082.jpg,0,train
img_000083.jpg,0,train
img_000084.jpg,0,train
img_000085.jpg,0,train
img_000086.jpg,0,train
img_000087.jpg,0,train
img_000088.jpg,0,train
img_000089.jpg,0,train
img_000090.jpg,0,train
img_000091.jpg,0,train
img_000092.jpg,0,train
img_000093.jpg,0,train
img_000094.jpg,0,train
img_000095.jpg,0,train
img_000096.jpg,0,train
img_000097.jpg,0,train
img_000098.jpg,0,train
img_000099.jpg,0,train
img_000100.jpg,0,train
img_000101.jpg,0,train
img_000102.jpg,0,train
img_000103.jpg,0,train
img_000104.jpg,0,train
img_000105.jpg,0,train
img_000106.jpg,0,train
img_000107.jpg,0,train
img_000108.jpg,0,train
img_000109.jpg,0,train
img_000110.jpg,0,train
img_000111.jpg,0,train
img_000112.jpg,0,train
img_000113.jpg,0,train
img_000114.jpg,0,train
img_000115.jpg,0,train
img_000116.jpg,0,train
img_000117.jpg,0,train
img_000118.jpg,0,train
img_000119.jpg,0,train
img_000120.jpg,0,train
img_000121.jpg,0,train
img_000122.jpg,1,train
img_000123.jpg,0,train
img_000124.jpg,0,train
img_000125.jpg,0,train
img_000126.jpg,0,train
img_000127.jpg,0,train
img_000128.jpg,0,train
img_000129.jpg,0,train
img_000130.jpg,0,train
img_000131.jpg,0,train
img_000132.jpg,0,train
img_000133.jpg,0,train
img_000134.jpg,0,train
img_000135.jpg,0,train
img_000136.jpg,0,train
img_000137.jpg,0,train
img_000138.jpg,0,train
img_000139.jpg,0,train
img_000140.jpg,0,train
img_000141.jpg,0,train
img_000142.jpg,0,train
img_000143.jpg,0,train
img_000144.jpg,0,train
img_000145.jpg,0,train
img_000146.jpg,0,train
img_000147.jpg,0,train
img_000148.jpg,0,train
img_000149.jpg,0,train
img_000150.jpg,0,train
img_000151.jpg,0,train
img_000152.jpg,0,train
img_000153.jpg,0,train
img_000154.jpg,0,train
img_000155.jpg,0,train
img_000156.jpg,0,train
img_000157.jpg,0,train
img_000158.jpg,0,train
img_000159.jpg,0,train
img_000160.jpg,0,train
img_000161.jpg,0,train
img_000162.jpg,1,train
img_000163.jpg,0,train
img_000164.jpg,0,train
img_000165.jpg,0,train
img_000166.jpg,0,train
img_000167.jpg,0,train
img_000168.jpg,0,train
img_000169.jpg,0,train
img_000170.jpg,0,train
img_000171.jpg,0,train
img_000172.jpg,0,train
img_000173.jpg,0,train
img_000174.jpg,0,train
