layer,concept,label,n,pca_k,pca_var_explained,frac_normal_marg,mean_skew,mean_kurt,mean_abs_skew,mean_abs_kurt,frac_normal_pca,mean_skew_pca,mean_kurt_pca
18,eyeglasses,pos,172,114,0.9501200914382935,0.8583984375,0.007842550054192543,0.07264100015163422,0.19061867892742157,0.33697009086608887,0.7894736842105263,0.04155255854129791,0.26980340480804443
18,eyeglasses,neg,543,246,0.9503387808799744,0.7041015625,0.009798292070627213,0.13778725266456604,0.1571476012468338,0.245382159948349,0.6788617886178862,0.010250125080347061,0.3359156847000122
19,eyeglasses,pos,172,116,0.9511653780937195,0.8466796875,0.007215308956801891,0.09433809667825699,0.20407100021839142,0.3504759669303894,0.8275862068965517,0.021655572578310966,0.4606185257434845
19,eyeglasses,neg,543,253,0.9501075744628906,0.6728515625,0.002243148162961006,0.14088808000087738,0.1646888256072998,0.25851941108703613,0.6561264822134387,-0.012409680522978306,0.3654334247112274
20,eyeglasses,pos,172,117,0.9505030512809753,0.80859375,0.005557319615036249,0.20581978559494019,0.22208480536937714,0.43316325545310974,0.6837606837606838,-0.038989439606666565,0.5958532094955444
20,eyeglasses,neg,543,265,0.9500667452812195,0.6318359375,0.0004123589023947716,0.21277368068695068,0.17865438759326935,0.3111118674278259,0.6490566037735849,0.004382283892482519,0.4836287498474121
21,eyeglasses,pos,172,117,0.9505822062492371,0.787109375,-0.006994938477873802,0.22262144088745117,0.2287883758544922,0.4550401568412781,0.7008547008547008,-0.05594344437122345,0.7242713570594788
21,eyeglasses,neg,543,264,0.9500213265419006,0.5380859375,-0.002811974845826626,0.28611189126968384,0.2075517773628235,0.37935781478881836,0.5568181818181818,0.013162144459784031,0.615975558757782
22,eyeglasses,pos,172,117,0.9506319165229797,0.8486328125,0.016316402703523636,0.09455102682113647,0.1930456906557083,0.3547283113002777,0.7094017094017094,-0.026640955358743668,0.7626836895942688
22,eyeglasses,neg,543,258,0.9500559568405151,0.6142578125,0.012889981269836426,0.23249033093452454,0.17599044740200043,0.3409300446510315,0.49224806201550386,-0.0012856961693614721,0.6858771443367004
23,eyeglasses,pos,172,110,0.9511616826057434,0.8798828125,0.0053818849846720695,-0.03204585611820221,0.18387697637081146,0.32347699999809265,0.6909090909090909,-0.006763199344277382,0.5730320811271667
23,eyeglasses,neg,543,228,0.9502681493759155,0.6953125,0.010870659723877907,0.008076399564743042,0.15082672238349915,0.2425626516342163,0.43859649122807015,-0.008434556424617767,0.6304188966751099
